player_name,sport,league,avg_annual_pay,agency_name,agency_url
Cameron Dicker,Football,NFL,5501000,CAA,https://www.athleteagent.com/agencies/54/clients
Cameron Williams,Football,NFL,1100393,CAA,https://www.athleteagent.com/agencies/54/clients
Carl Granderson,Football,NFL,2632500,CAA,https://www.athleteagent.com/agencies/54/clients
Carson Beck,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Carter Bradley,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Case Keenum,Football,NFL,2250000,CAA,https://www.athleteagent.com/agencies/54/clients
CeeDee Lamb,Football,NFL,34000000,CAA,https://www.athleteagent.com/agencies/54/clients
Cesar Ruiz,Football,NFL,2535841,CAA,https://www.athleteagent.com/agencies/54/clients
Charlie Jones,Football,NFL,1129694,CAA,https://www.athleteagent.com/agencies/54/clients
Chop Robinson,Football,NFL,2995246,CAA,https://www.athleteagent.com/agencies/54/clients
Chris Boswell,Football,NFL,5000000,CAA,https://www.athleteagent.com/agencies/54/clients
Chris Godwin,Football,NFL,20000000,CAA,https://www.athleteagent.com/agencies/54/clients
Christen Miller,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Christian Gonzalez,Football,NFL,3775717,CAA,https://www.athleteagent.com/agencies/54/clients
Chukwuma Okorafor,Football,NFL,4000000,CAA,https://www.athleteagent.com/agencies/54/clients
Cole Strange,Football,NFL,1100000,CAA,https://www.athleteagent.com/agencies/54/clients
Cole Van Lanen,Football,NFL,3406000,CAA,https://www.athleteagent.com/agencies/54/clients
Conor McDermott,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Cooper Beebe,Football,NFL,1484930,CAA,https://www.athleteagent.com/agencies/54/clients
Dan Moore Jr.,Football,NFL,1044476,CAA,https://www.athleteagent.com/agencies/54/clients
Daniel Jones,Football,NFL,40000000,CAA,https://www.athleteagent.com/agencies/54/clients
Dante Pettis,Football,NFL,1232500,CAA,https://www.athleteagent.com/agencies/54/clients
Darian Kinnard,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
David Edwards,Football,NFL,3000000,CAA,https://www.athleteagent.com/agencies/54/clients
Decamerion Richardson,Football,NFL,1205254,CAA,https://www.athleteagent.com/agencies/54/clients
Deebo Samuel,Football,NFL,17545529,CAA,https://www.athleteagent.com/agencies/54/clients
Demario Davis,Football,NFL,8625000,CAA,https://www.athleteagent.com/agencies/54/clients
Denzel Ward,Football,NFL,16750000,CAA,https://www.athleteagent.com/agencies/54/clients
Derrick Harmon,Football,NFL,4493401,CAA,https://www.athleteagent.com/agencies/54/clients
Derrick Henry,Football,NFL,15000000,CAA,https://www.athleteagent.com/agencies/54/clients
Devin White,Football,NFL,5863163,CAA,https://www.athleteagent.com/agencies/54/clients
Dillon Thieneman,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Drake Maye,Football,NFL,9159941,CAA,https://www.athleteagent.com/agencies/54/clients
Drew Allar,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Drew Lock,Football,NFL,5000000,CAA,https://www.athleteagent.com/agencies/54/clients
Durham Smythe,Football,NFL,2500000,CAA,https://www.athleteagent.com/agencies/54/clients
Dustin Hopkins,Football,NFL,3000000,CAA,https://www.athleteagent.com/agencies/54/clients
Elijah Moore,Football,NFL,2235107,CAA,https://www.athleteagent.com/agencies/54/clients
Emmanuel McNeil-Warren,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Felix Anudike-Uzomah,Football,NFL,2363563,CAA,https://www.athleteagent.com/agencies/54/clients
Garrett Bradbury,Football,NFL,4750000,CAA,https://www.athleteagent.com/agencies/54/clients
Germain Ifedi,Football,NFL,1255000,CAA,https://www.athleteagent.com/agencies/54/clients
Graham Barton,Football,NFL,2805491,CAA,https://www.athleteagent.com/agencies/54/clients
Harold Landry,Football,NFL,14500000,CAA,https://www.athleteagent.com/agencies/54/clients
Harrison Phillips,Football,NFL,5000000,CAA,https://www.athleteagent.com/agencies/54/clients
Hendon Hooker,Football,NFL,1429755,CAA,https://www.athleteagent.com/agencies/54/clients
Hunter Henry,Football,NFL,9000000,CAA,https://www.athleteagent.com/agencies/54/clients
J.K. Scott,Football,NFL,3000000,CAA,https://www.athleteagent.com/agencies/54/clients
Jabrill Peppers,Football,NFL,1255000,CAA,https://www.athleteagent.com/agencies/54/clients
Jahan Dotson,Football,NFL,3009672,CAA,https://www.athleteagent.com/agencies/54/clients
Jahlani Tavai,Football,NFL,5333333,CAA,https://www.athleteagent.com/agencies/54/clients
Jake Elliott,Football,NFL,6000000,CAA,https://www.athleteagent.com/agencies/54/clients
Jalen Reagor,Football,NFL,4423559,CAA,https://www.athleteagent.com/agencies/54/clients
Jameis Winston,Football,NFL,4000000,CAA,https://www.athleteagent.com/agencies/54/clients
Jarrett Patterson,Football,NFL,1002493,CAA,https://www.athleteagent.com/agencies/54/clients
Jaxson Dart,Football,NFL,4244482,CAA,https://www.athleteagent.com/agencies/54/clients
Jeremiah Owusu-Koramoah,Football,NFL,1619054,CAA,https://www.athleteagent.com/agencies/54/clients
Joe Alt,Football,NFL,8290236,CAA,https://www.athleteagent.com/agencies/54/clients
Jonathan Mingo,Football,NFL,2214149,CAA,https://www.athleteagent.com/agencies/54/clients
Jordan Mailata,Football,NFL,22000000,CAA,https://www.athleteagent.com/agencies/54/clients
Josh Allen,Football,NFL,55000000,CAA,https://www.athleteagent.com/agencies/54/clients
Junior Colson,Football,NFL,1506752,CAA,https://www.athleteagent.com/agencies/54/clients
Justyn Ross,Football,NFL,853333,CAA,https://www.athleteagent.com/agencies/54/clients
Kaimon Rucker,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Kaleb Johnson,Football,NFL,2124021,CAA,https://www.athleteagent.com/agencies/54/clients
Kenneth Gainwell,Football,NFL,7000000,CAA,https://www.athleteagent.com/agencies/54/clients
Kevin Zeitler,Football,NFL,9000000,CAA,https://www.athleteagent.com/agencies/54/clients
Keyron Crawford,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Khalid Kareem,Football,NFL,1010000,CAA,https://www.athleteagent.com/agencies/54/clients
Kris Jenkins,Football,NFL,1965116,CAA,https://www.athleteagent.com/agencies/54/clients
Kwity Paye,Football,NFL,2728967,CAA,https://www.athleteagent.com/agencies/54/clients
Leo Chenal,Football,NFL,1261227,CAA,https://www.athleteagent.com/agencies/54/clients
Liam Eichenberg,Football,NFL,2003620,CAA,https://www.athleteagent.com/agencies/54/clients
Lloyd Cushenberry,Football,NFL,12500000,CAA,https://www.athleteagent.com/agencies/54/clients
Lucas Niang,Football,NFL,1100000,CAA,https://www.athleteagent.com/agencies/54/clients
Mac Jones,Football,NFL,3117270,CAA,https://www.athleteagent.com/agencies/54/clients
Malachi Corley,Football,NFL,960000,CAA,https://www.athleteagent.com/agencies/54/clients
Marcus Davenport,Football,NFL,2500000,CAA,https://www.athleteagent.com/agencies/54/clients
Marcus Mbow,Football,NFL,1154596,CAA,https://www.athleteagent.com/agencies/54/clients
Marlin Klein,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Marshon Lattimore,Football,NFL,16267167,CAA,https://www.athleteagent.com/agencies/54/clients
Matthew Golden,Football,NFL,3515068,CAA,https://www.athleteagent.com/agencies/54/clients
Matthew Stafford,Football,NFL,42000000,CAA,https://www.athleteagent.com/agencies/54/clients
Max Mitchell,Football,NFL,1114006,CAA,https://www.athleteagent.com/agencies/54/clients
Maxwell Hairston,Football,NFL,3814496,CAA,https://www.athleteagent.com/agencies/54/clients
Mike Gesicki,Football,NFL,4500000,CAA,https://www.athleteagent.com/agencies/54/clients
Mike McGlinchey,Football,NFL,21875000,CAA,https://www.athleteagent.com/agencies/54/clients
Morgan Cox,Football,NFL,1422500,CAA,https://www.athleteagent.com/agencies/54/clients
Mykel Williams,Football,NFL,6235839,CAA,https://www.athleteagent.com/agencies/54/clients
Nic Scourton,Football,NFL,2153559,CAA,https://www.athleteagent.com/agencies/54/clients
Nick Bolton,Football,NFL,1458508,CAA,https://www.athleteagent.com/agencies/54/clients
Nick Mullens,Football,NFL,2250000,CAA,https://www.athleteagent.com/agencies/54/clients
Oli Udoh,Football,NFL,1170000,CAA,https://www.athleteagent.com/agencies/54/clients
Olu Fashanu,Football,NFL,5127678,CAA,https://www.athleteagent.com/agencies/54/clients
Ontaria Wilson,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Payton Turner,Football,NFL,2500000,CAA,https://www.athleteagent.com/agencies/54/clients
Peter Skoronski,Football,NFL,3934664,CAA,https://www.athleteagent.com/agencies/54/clients
Quenton Nelson,Football,NFL,16000000,CAA,https://www.athleteagent.com/agencies/54/clients
Quincy Riley,Football,NFL,1271809,CAA,https://www.athleteagent.com/agencies/54/clients
Quinyon Mitchell,Football,NFL,3704524,CAA,https://www.athleteagent.com/agencies/54/clients
R Mason Thomas,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Rakeem Nunez-Roches,Football,NFL,6000000,CAA,https://www.athleteagent.com/agencies/54/clients
Rashawn Slater,Football,NFL,22800000,CAA,https://www.athleteagent.com/agencies/54/clients
Riley Leonard,Football,NFL,1108811,CAA,https://www.athleteagent.com/agencies/54/clients
Robert Hainsey,Football,NFL,1201593,CAA,https://www.athleteagent.com/agencies/54/clients
Ronald Darby,Football,NFL,1700000,CAA,https://www.athleteagent.com/agencies/54/clients
Ryan Kelly,Football,NFL,9000000,CAA,https://www.athleteagent.com/agencies/54/clients
Rylie Mills,Football,NFL,1166875,CAA,https://www.athleteagent.com/agencies/54/clients
Sam Darnold,Football,NFL,33500000,CAA,https://www.athleteagent.com/agencies/54/clients
Saquon Barkley,Football,NFL,20600000,CAA,https://www.athleteagent.com/agencies/54/clients
Sedrick Van Pran-Granger,Football,NFL,1093813,CAA,https://www.athleteagent.com/agencies/54/clients
Shane Buechele,Football,NFL,1150000,CAA,https://www.athleteagent.com/agencies/54/clients
Solomon Thomas,Football,NFL,3000000,CAA,https://www.athleteagent.com/agencies/54/clients
T.J. Watt,Football,NFL,41000000,CAA,https://www.athleteagent.com/agencies/54/clients
Tate Ratledge,Football,NFL,1914594,CAA,https://www.athleteagent.com/agencies/54/clients
Taysom Hill,Football,NFL,10000000,CAA,https://www.athleteagent.com/agencies/54/clients
Tez Johnson,Football,NFL,1080985,CAA,https://www.athleteagent.com/agencies/54/clients
Tommy Eichenberg,Football,NFL,1089428,CAA,https://www.athleteagent.com/agencies/54/clients
Tommy Tremble,Football,NFL,5250000,CAA,https://www.athleteagent.com/agencies/54/clients
Travis Kelce,Football,NFL,12000000,CAA,https://www.athleteagent.com/agencies/54/clients
Tre' McKitty,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Tre'von Moehrig,Football,NFL,25500000,CAA,https://www.athleteagent.com/agencies/54/clients
Trent McDuffie,Football,NFL,3498121,CAA,https://www.athleteagent.com/agencies/54/clients
Trent Scott,Football,NFL,1422500,CAA,https://www.athleteagent.com/agencies/54/clients
Trevin Wallace,Football,NFL,1489959,CAA,https://www.athleteagent.com/agencies/54/clients
Trey Amos,Football,NFL,1820005,CAA,https://www.athleteagent.com/agencies/54/clients
Trey Lance,Football,NFL,2000000,CAA,https://www.athleteagent.com/agencies/54/clients
Trey Smith,Football,NFL,902677,CAA,https://www.athleteagent.com/agencies/54/clients
Troy Franklin,Football,NFL,1218709,CAA,https://www.athleteagent.com/agencies/54/clients
Ty Simpson,Football,NFL,0,CAA,https://www.athleteagent.com/agencies/54/clients
Tyrann Mathieu,Football,NFL,11000000,CAA,https://www.athleteagent.com/agencies/54/clients
Will Levis,Football,NFL,2385541,CAA,https://www.athleteagent.com/agencies/54/clients
Xavier Worthy,Football,NFL,3447566,CAA,https://www.athleteagent.com/agencies/54/clients
Yosh Nijman,Football,NFL,4000000,CAA,https://www.athleteagent.com/agencies/54/clients
Zach Allen,Football,NFL,25500000,CAA,https://www.athleteagent.com/agencies/54/clients
Zack Baun,Football,NFL,17000000,CAA,https://www.athleteagent.com/agencies/54/clients
Elijah Young,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Ja'Quinden Jackson,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Jaelyn Duncan,Football,NFL,1007450,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Jase McClellan,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Jaylon Jones,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Malik Nabers,Football,NFL,7301938,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Sam Webb,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Theo Wease Jr.,Football,NFL,0,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Zachary Carter,Football,NFL,1100000,"CMV Sports, LLC",https://www.athleteagent.com/agencies/280/clients
Austin Schlottmann,Football,NFL,1397500,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Colson Yankoff,Football,NFL,946667,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Dante Miller,Football,NFL,0,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Easton Mascarenas-Arnold,Football,NFL,991667,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Garret Greenfield,Football,NFL,0,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Jake Brendel,Football,NFL,4125000,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Jake Martin,Football,NFL,2585000,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Logan Hall,Football,NFL,2329114,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Michael Gallup,Football,NFL,11500000,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Ronnie Rivers,Football,NFL,1100000,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Trenton Irwin,Football,NFL,940000,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Troy Dye,Football,NFL,993395,Capital Sports Advisors,https://www.athleteagent.com/agencies/251/clients
Amari Burney,Football,NFL,1001279,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Anthony Belton,Football,NFL,2004206,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Byron Young,Football,NFL,1389167,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
C.J. Hanson,Football,NFL,0,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Cam Horsley,Football,NFL,0,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Chase Lundt,Football,NFL,1101231,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Cooper Hodges,Football,NFL,986372,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Dylan McMahon,Football,NFL,0,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Isaiah Adams,Football,NFL,1493695,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
James Mitchell,Football,NFL,975638,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Jimmy Morrissey,Football,NFL,0,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Jordan Magee,Football,NFL,1097807,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Jordan Phillips,Football,NFL,0,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
Kendrick Green,Football,NFL,1218942,Clarity Sports International,https://www.athleteagent.com/agencies/252/clients
